c_custkey|c_name|c_address|c_nationkey|c_phone|c_acctbal|c_mktsegment|c_comment|o_orderkey|o_custkey|o_orderstatus|o_totalprice|o_orderdate|o_orderpriority|o_clerk|o_shippriority|o_comment|l_orderkey|l_partkey|l_suppkey|l_linenumber|l_quantity|l_extendedprice|l_discount|l_tax|l_returnflag|l_linestatus|l_shipdate|l_commitdate|l_receiptdate|l_shipinstruct|l_shipmode|l_comment
281|Customer#000000281|x5gJ8IGm2Fo9Jigt|6|16-809-382-6446|4361.70|BUILDING|fully quiet ideas detect quickly even packages. regular instructions accor|88647|281|F|65198.36|1995-01-21|4-NOT SPECIFIED|Clerk#000000498|0|outside the slyly bold reque|88647|4721|976|1|4.00|6502.88|0.06|0.00|A|F|1995-05-20|1995-03-09|1995-06-08|NONE|FOB|the quickly final accou
296|Customer#000000296|4eyqk2zpg4m V JGEtgwNmCq3c|15|25-875-178-1959|8081.52|BUILDING|es need to affix furiously. ironic, final foxes are against the regular instructions: pinto beans haggle q|225410|296|F|116871.41|1994-12-21|3-MEDIUM|Clerk#000000538|0|ckey players. fluffily bold deposits nag according to the slyly ironic pla|225410|5793|49|3|33.00|56060.07|0.02|0.03|R|F|1995-04-20|1995-02-18|1995-04-24|NONE|FOB|rding to the permanently fina
298|Customer#000000298|jFKF3w 8aegECg7mP,qtuR9IsTSYQlEXq|21|31-542-157-4074|3812.84|BUILDING|sleep slyly. stealthy, bold pinto beans sleep blit|72166|298|P|182354.59|1995-03-25|5-LOW|Clerk#000000659|0|lly bold decoys. pending courts are carefully. quickly pending requests wak|72166|1021|775|1|50.00|46101.00|0.10|0.03|N|O|1995-06-26|1995-05-05|1995-07-04|COLLECT COD|SHIP|ar packages wake blithely 
298|Customer#000000298|jFKF3w 8aegECg7mP,qtuR9IsTSYQlEXq|21|31-542-157-4074|3812.84|BUILDING|sleep slyly. stealthy, bold pinto beans sleep blit|72166|298|P|182354.59|1995-03-25|5-LOW|Clerk#000000659|0|lly bold decoys. pending courts are carefully. quickly pending requests wak|72166|7838|839|2|16.00|27933.28|0.10|0.01|N|O|1995-07-09|1995-05-20|1995-07-30|TAKE BACK RETURN|SHIP|sits. ideas above the careful
298|Customer#000000298|jFKF3w 8aegECg7mP,qtuR9IsTSYQlEXq|21|31-542-157-4074|3812.84|BUILDING|sleep slyly. stealthy, bold pinto beans sleep blit|72166|298|P|182354.59|1995-03-25|5-LOW|Clerk#000000659|0|lly bold decoys. pending courts are carefully. quickly pending requests wak|72166|17707|509|3|32.00|51990.40|0.01|0.04|A|F|1995-04-10|1995-05-14|1995-04-16|NONE|AIR|y slyly instructions. silent acc
298|Customer#000000298|jFKF3w 8aegECg7mP,qtuR9IsTSYQlEXq|21|31-542-157-4074|3812.84|BUILDING|sleep slyly. stealthy, bold pinto beans sleep blit|72166|298|P|182354.59|1995-03-25|5-LOW|Clerk#000000659|0|lly bold decoys. pending courts are carefully. quickly pending requests wak|72166|18596|133|4|23.00|34835.57|0.01|0.05|R|F|1995-05-10|1995-06-20|1995-05-25|COLLECT COD|FOB| express deposits. f
298|Customer#000000298|jFKF3w 8aegECg7mP,qtuR9IsTSYQlEXq|21|31-542-157-4074|3812.84|BUILDING|sleep slyly. stealthy, bold pinto beans sleep blit|72166|298|P|182354.59|1995-03-25|5-LOW|Clerk#000000659|0|lly bold decoys. pending courts are carefully. quickly pending requests wak|72166|14651|916|5|17.00|26616.05|0.08|0.00|R|F|1995-05-13|1995-04-26|1995-05-26|DELIVER IN PERSON|AIR|requests sleep blithely. f
298|Customer#000000298|jFKF3w 8aegECg7mP,qtuR9IsTSYQlEXq|21|31-542-157-4074|3812.84|BUILDING|sleep slyly. stealthy, bold pinto beans sleep blit|577731|298|F|248132.21|1995-01-16|2-HIGH|Clerk#000000677|0|kages nag according|577731|6758|15|1|36.00|59931.00|0.06|0.05|A|F|1995-05-06|1995-03-10|1995-05-10|NONE|REG AIR|eas are blithely above the ca
298|Customer#000000298|jFKF3w 8aegECg7mP,qtuR9IsTSYQlEXq|21|31-542-157-4074|3812.84|BUILDING|sleep slyly. stealthy, bold pinto beans sleep blit|577731|298|F|248132.21|1995-01-16|2-HIGH|Clerk#000000677|0|kages nag according|577731|14352|617|6|10.00|12663.50|0.08|0.06|R|F|1995-04-23|1995-02-17|1995-04-27|COLLECT COD|SHIP|luffily ironic ide
298|Customer#000000298|jFKF3w 8aegECg7mP,qtuR9IsTSYQlEXq|21|31-542-157-4074|3812.84|BUILDING|sleep slyly. stealthy, bold pinto beans sleep blit|577731|298|F|248132.21|1995-01-16|2-HIGH|Clerk#000000677|0|kages nag according|577731|8535|536|7|10.00|14435.30|0.10|0.05|R|F|1995-04-15|1995-02-28|1995-05-11|COLLECT COD|REG AIR|wake quickly! carefully ironic req
328|Customer#000000328|9pu j2HoEf1uhiY3jxE9l9fCRfjoVU|5|15-817-180-1487|6709.90|BUILDING|y about the daring accounts. furiously thin escapades integrate furiously against the furiously ironi|40034|328|F|96158.98|1995-03-11|3-MEDIUM|Clerk#000000212|0|xcuses. ironic requests into the fluffily even instructions cajole fur|40034|16592|391|1|36.00|54309.24|0.04|0.01|A|F|1995-05-25|1995-04-12|1995-06-08|COLLECT COD|REG AIR|e of the carefully bold packages. c
328|Customer#000000328|9pu j2HoEf1uhiY3jxE9l9fCRfjoVU|5|15-817-180-1487|6709.90|BUILDING|y about the daring accounts. furiously thin escapades integrate furiously against the furiously ironi|40034|328|F|96158.98|1995-03-11|3-MEDIUM|Clerk#000000212|0|xcuses. ironic requests into the fluffily even instructions cajole fur|40034|8973|490|2|5.00|9409.85|0.05|0.06|R|F|1995-04-12|1995-04-15|1995-04-17|DELIVER IN PERSON|TRUCK|riously unusual packa
328|Customer#000000328|9pu j2HoEf1uhiY3jxE9l9fCRfjoVU|5|15-817-180-1487|6709.90|BUILDING|y about the daring accounts. furiously thin escapades integrate furiously against the furiously ironi|325732|328|P|96962.30|1995-03-12|1-URGENT|Clerk#000000781|0|. regular theodolites cajole. furiously regular pinto beans hi|325732|15735|266|1|19.00|31363.87|0.01|0.00|R|F|1995-04-05|1995-04-22|1995-04-30|DELIVER IN PERSON|SHIP|e carefully pending packages. requests 
328|Customer#000000328|9pu j2HoEf1uhiY3jxE9l9fCRfjoVU|5|15-817-180-1487|6709.90|BUILDING|y about the daring accounts. furiously thin escapades integrate furiously against the furiously ironi|325732|328|P|96962.30|1995-03-12|1-URGENT|Clerk#000000781|0|. regular theodolites cajole. furiously regular pinto beans hi|325732|3140|394|2|26.00|27121.64|0.02|0.07|N|O|1995-06-24|1995-04-11|1995-07-18|NONE|AIR|. furiously even deposits wake qui
328|Customer#000000328|9pu j2HoEf1uhiY3jxE9l9fCRfjoVU|5|15-817-180-1487|6709.90|BUILDING|y about the daring accounts. furiously thin escapades integrate furiously against the furiously ironi|325732|328|P|96962.30|1995-03-12|1-URGENT|Clerk#000000781|0|. regular theodolites cajole. furiously regular pinto beans hi|325732|12777|40|3|22.00|37174.94|0.04|0.05|A|F|1995-04-23|1995-04-29|1995-04-26|NONE|FOB|ironic dolphin
329|Customer#000000329|67r6XnIxUVgAc3pRX8tmGOw|11|21-106-357-8302|-651.91|BUILDING|ans. fluffily unusual instructions haggle about the slyly ironic platelets. never regular pinto beans sleep fl|499683|329|F|245292.67|1994-12-27|2-HIGH|Clerk#000000090|0|pecial deposits haggle blithely busily even depos|499683|14024|817|1|45.00|42210.90|0.03|0.06|R|F|1995-04-27|1995-02-06|1995-05-02|COLLECT COD|MAIL|uriously fina
329|Customer#000000329|67r6XnIxUVgAc3pRX8tmGOw|11|21-106-357-8302|-651.91|BUILDING|ans. fluffily unusual instructions haggle about the slyly ironic platelets. never regular pinto beans sleep fl|499683|329|F|245292.67|1994-12-27|2-HIGH|Clerk#000000090|0|pecial deposits haggle blithely busily even depos|499683|13962|226|2|19.00|35643.24|0.10|0.04|A|F|1995-03-29|1995-02-08|1995-04-13|COLLECT COD|AIR|hely regular 
334|Customer#000000334|OPN1N7t4aQ23TnCpc|4|14-947-291-5002|-405.91|BUILDING|fully busily special ideas. carefully final excuses lose slyly carefully express accounts. even, ironic platelets ar|38400|334|F|204599.39|1994-12-15|4-NOT SPECIFIED|Clerk#000000883|0|yly bold instructions. bold, regular packages sl|38400|6701|470|4|35.00|56269.50|0.04|0.05|A|F|1995-04-15|1995-03-11|1995-05-13|COLLECT COD|TRUCK|? furiously reg
353|Customer#000000353|eftGCmL4b5rAKdvUe9biJXzAH|10|20-733-644-2244|3199.03|BUILDING|nal theodolites nag carefully. requests wake. slyly ironic ideas according to the blithely pe|467232|353|F|74983.09|1995-01-26|5-LOW|Clerk#000000458|0|dolphins play blithely final, regular foxes. dogg|467232|19358|166|1|2.00|2554.70|0.08|0.00|R|F|1995-04-10|1995-03-30|1995-04-30|COLLECT COD|RAIL|nal theodolites poach car
361|Customer#000000361|l0F8jMJVe63cb|20|30-164-267-4590|7451.84|BUILDING|fully busy ideas. regular foxes cajole |335239|361|F|88100.65|1995-02-23|1-URGENT|Clerk#000000704|0|es across the slyly even forg|335239|5263|29|2|31.00|36216.06|0.01|0.03|R|F|1995-05-11|1995-05-23|1995-06-07|NONE|SHIP|nts! slowly ironic theodolites use slyly
419|Customer#000000419|gvbZNJ4UVBAo5yOZ2UOWcvV9TeTj|16|26-338-447-2399|7786.69|BUILDING|ideas affix alongside of the final accounts. quickly ironic deposits abo|387717|419|F|278745.43|1995-02-14|2-HIGH|Clerk#000000199|0|se slyly around the final accounts. bold, quick asymptotes haggle. even,|387717|14298|299|1|47.00|56977.63|0.10|0.07|R|F|1995-05-14|1995-04-14|1995-05-15|TAKE BACK RETURN|AIR|rets boost slyly am
419|Customer#000000419|gvbZNJ4UVBAo5yOZ2UOWcvV9TeTj|16|26-338-447-2399|7786.69|BUILDING|ideas affix alongside of the final accounts. quickly ironic deposits abo|387717|419|F|278745.43|1995-02-14|2-HIGH|Clerk#000000199|0|se slyly around the final accounts. bold, quick asymptotes haggle. even,|387717|10610|131|2|40.00|60824.40|0.04|0.08|R|F|1995-05-13|1995-05-14|1995-05-22|TAKE BACK RETURN|MAIL|after the slyly ironic packages. bli
419|Customer#000000419|gvbZNJ4UVBAo5yOZ2UOWcvV9TeTj|16|26-338-447-2399|7786.69|BUILDING|ideas affix alongside of the final accounts. quickly ironic deposits abo|387717|419|F|278745.43|1995-02-14|2-HIGH|Clerk#000000199|0|se slyly around the final accounts. bold, quick asymptotes haggle. even,|387717|12013|538|3|20.00|18500.20|0.07|0.02|R|F|1995-05-04|1995-05-11|1995-05-06|COLLECT COD|RAIL|unts? quickly express theodolites nag. sil
419|Customer#000000419|gvbZNJ4UVBAo5yOZ2UOWcvV9TeTj|16|26-338-447-2399|7786.69|BUILDING|ideas affix alongside of the final accounts. quickly ironic deposits abo|387717|419|F|278745.43|1995-02-14|2-HIGH|Clerk#000000199|0|se slyly around the final accounts. bold, quick asymptotes haggle. even,|387717|19166|436|4|12.00|13021.92|0.06|0.08|R|F|1995-05-16|1995-04-09|1995-05-22|DELIVER IN PERSON|FOB|e at the quickly p
419|Customer#000000419|gvbZNJ4UVBAo5yOZ2UOWcvV9TeTj|16|26-338-447-2399|7786.69|BUILDING|ideas affix alongside of the final accounts. quickly ironic deposits abo|387717|419|F|278745.43|1995-02-14|2-HIGH|Clerk#000000199|0|se slyly around the final accounts. bold, quick asymptotes haggle. even,|387717|2223|224|5|50.00|56261.00|0.07|0.05|R|F|1995-05-11|1995-03-18|1995-06-09|DELIVER IN PERSON|TRUCK|sleep furiously against the un
419|Customer#000000419|gvbZNJ4UVBAo5yOZ2UOWcvV9TeTj|16|26-338-447-2399|7786.69|BUILDING|ideas affix alongside of the final accounts. quickly ironic deposits abo|595459|419|F|114657.12|1995-03-14|5-LOW|Clerk#000000693|0|ix. fluffily even deposits cajole carefully among the final, regular excuses|595459|18839|376|1|33.00|58008.39|0.06|0.08|R|F|1995-04-05|1995-06-02|1995-04-11|DELIVER IN PERSON|FOB|ests. ironic ideas engage qui
419|Customer#000000419|gvbZNJ4UVBAo5yOZ2UOWcvV9TeTj|16|26-338-447-2399|7786.69|BUILDING|ideas affix alongside of the final accounts. quickly ironic deposits abo|595459|419|F|114657.12|1995-03-14|5-LOW|Clerk#000000693|0|ix. fluffily even deposits cajole carefully among the final, regular excuses|595459|12262|263|2|48.00|56364.48|0.03|0.02|A|F|1995-04-08|1995-05-31|1995-04-13|NONE|AIR|above the express, even pac
428|Customer#000000428|TCVjlzbX7x,kWcHN33LRdEjO38mAGmPR|21|31-587-557-8211|1952.36|BUILDING|furiously quick accounts. slyly bold dependencies cajole carefully. quickly even requests int|81728|428|O|55706.99|1995-03-08|4-NOT SPECIFIED|Clerk#000000233|0|quests. carefully regular requests against the regular deposits haggle care|81728|11888|889|1|31.00|55796.28|0.04|0.04|N|O|1995-07-06|1995-05-09|1995-07-20|DELIVER IN PERSON|FOB| carefully.
439|Customer#000000439|3deBblz2syRv8yMf0yAVKkE4mDH20uDRj4tJVHUm|14|24-873-368-6801|-61.29|BUILDING|ions may impress thinly for the deposits? even packages towa|356839|439|F|6311.41|1995-02-22|1-URGENT|Clerk#000000667|0|arefully even asymptotes. ironic packages are. carefully final |356839|9387|647|1|5.00|6481.90|0.09|0.07|N|F|1995-06-17|1995-05-04|1995-07-10|COLLECT COD|AIR|y fluffy instructions wake fluffily
448|Customer#000000448|BH4vtnDpabk0NgoGNJWu4OUXnidfJ|24|34-985-422-6009|8117.27|BUILDING|unts. final pinto beans boost carefully. furiously even foxes according to the express, regular pa|328742|448|F|94242.48|1994-12-24|4-NOT SPECIFIED|Clerk#000000943|0| against the quickly even patterns. quickly unusual accounts nag furiously unu|328742|16672|205|1|7.00|11120.69|0.03|0.01|R|F|1995-04-23|1995-03-05|1995-04-24|COLLECT COD|FOB| the depos
448|Customer#000000448|BH4vtnDpabk0NgoGNJWu4OUXnidfJ|24|34-985-422-6009|8117.27|BUILDING|unts. final pinto beans boost carefully. furiously even foxes according to the express, regular pa|328742|448|F|94242.48|1994-12-24|4-NOT SPECIFIED|Clerk#000000943|0| against the quickly even patterns. quickly unusual accounts nag furiously unu|328742|1220|221|2|14.00|15697.08|0.08|0.06|R|F|1995-04-21|1995-02-19|1995-05-03|DELIVER IN PERSON|SHIP| quickly final instructi
448|Customer#000000448|BH4vtnDpabk0NgoGNJWu4OUXnidfJ|24|34-985-422-6009|8117.27|BUILDING|unts. final pinto beans boost carefully. furiously even foxes according to the express, regular pa|328742|448|F|94242.48|1994-12-24|4-NOT SPECIFIED|Clerk#000000943|0| against the quickly even patterns. quickly unusual accounts nag furiously unu|328742|13492|756|3|47.00|66058.03|0.00|0.03|R|F|1995-04-23|1995-02-26|1995-05-01|COLLECT COD|MAIL|bold dependencies. ironi
455|Customer#000000455|sssuscPJ,ZYQ8viO|6|16-863-225-9454|6860.34|BUILDING|l wake. blithely final instructions integrate furiously above the final, regular req|486049|455|F|222211.00|1995-01-11|4-NOT SPECIFIED|Clerk#000000187|0|onic excuses. daringly regular ideas dazzle furiously: ca|486049|5769|770|4|30.00|50242.80|0.10|0.00|A|F|1995-04-07|1995-02-22|1995-04-29|TAKE BACK RETURN|SHIP|t accounts
458|Customer#000000458|iIKwI3HrgNlD9|4|14-651-706-4016|-38.42|BUILDING|ng. final, express requests are furious|284263|458|F|130265.83|1995-01-31|2-HIGH|Clerk#000000662|0|ross the ironically silent accounts. pinto beans haggle. carefully s|284263|2712|217|2|21.00|33908.91|0.03|0.04|R|F|1995-04-24|1995-03-21|1995-04-30|NONE|RAIL| accounts are
458|Customer#000000458|iIKwI3HrgNlD9|4|14-651-706-4016|-38.42|BUILDING|ng. final, express requests are furious|284263|458|F|130265.83|1995-01-31|2-HIGH|Clerk#000000662|0|ross the ironically silent accounts. pinto beans haggle. carefully s|284263|14698|491|3|38.00|61282.22|0.07|0.04|A|F|1995-04-20|1995-03-11|1995-05-19|COLLECT COD|FOB|silent deposits amo
469|Customer#000000469|JWOULMa5Qtt|12|22-406-988-6460|6343.64|BUILDING|cajole carefully slyly regular packages.|15111|469|F|162214.89|1994-12-18|4-NOT SPECIFIED|Clerk#000000687|0|s cajole carefully deposits? furiou|15111|17979|514|4|31.00|58806.07|0.09|0.06|A|F|1995-04-12|1995-03-11|1995-05-10|TAKE BACK RETURN|AIR|ar instructions
469|Customer#000000469|JWOULMa5Qtt|12|22-406-988-6460|6343.64|BUILDING|cajole carefully slyly regular packages.|276227|469|F|337399.57|1995-02-21|4-NOT SPECIFIED|Clerk#000000175|0|integrate thinly. final ideas sleep quickly a|276227|3875|129|1|30.00|53366.10|0.05|0.07|A|F|1995-04-11|1995-03-25|1995-04-12|DELIVER IN PERSON|FOB|sly ironic ac
469|Customer#000000469|JWOULMa5Qtt|12|22-406-988-6460|6343.64|BUILDING|cajole carefully slyly regular packages.|276227|469|F|337399.57|1995-02-21|4-NOT SPECIFIED|Clerk#000000175|0|integrate thinly. final ideas sleep quickly a|276227|9378|379|4|7.00|9011.59|0.07|0.08|N|F|1995-06-16|1995-03-27|1995-07-02|NONE|MAIL|ts along the furiously ironic accounts
469|Customer#000000469|JWOULMa5Qtt|12|22-406-988-6460|6343.64|BUILDING|cajole carefully slyly regular packages.|276227|469|F|337399.57|1995-02-21|4-NOT SPECIFIED|Clerk#000000175|0|integrate thinly. final ideas sleep quickly a|276227|10419|680|6|49.00|65141.09|0.07|0.01|R|F|1995-05-11|1995-03-24|1995-05-19|COLLECT COD|REG AIR|y ironic excuses. slyly unusual ide
469|Customer#000000469|JWOULMa5Qtt|12|22-406-988-6460|6343.64|BUILDING|cajole carefully slyly regular packages.|276227|469|F|337399.57|1995-02-21|4-NOT SPECIFIED|Clerk#000000175|0|integrate thinly. final ideas sleep quickly a|276227|2877|634|7|38.00|67635.06|0.08|0.08|R|F|1995-03-31|1995-03-26|1995-04-30|DELIVER IN PERSON|TRUCK|p furiously above 
508|Customer#000000508|q9Vq9 nTrUvx|18|28-344-250-3166|1685.90|BUILDING|uses dazzle since the carefully regular accounts. patterns around the furiously even accounts wake blithely abov|121382|508|F|212362.71|1995-02-09|5-LOW|Clerk#000000444|0|uffily silent, bold pains. slyl|121382|1881|635|1|7.00|12480.16|0.07|0.05|A|F|1995-04-20|1995-04-16|1995-05-11|TAKE BACK RETURN|AIR| blithely. bold, silent a
508|Customer#000000508|q9Vq9 nTrUvx|18|28-344-250-3166|1685.90|BUILDING|uses dazzle since the carefully regular accounts. patterns around the furiously even accounts wake blithely abov|121382|508|F|212362.71|1995-02-09|5-LOW|Clerk#000000444|0|uffily silent, bold pains. slyl|121382|15986|252|3|24.00|45647.52|0.07|0.05|A|F|1995-05-14|1995-04-25|1995-05-28|NONE|FOB|xes sleep blithely carefully ev
508|Customer#000000508|q9Vq9 nTrUvx|18|28-344-250-3166|1685.90|BUILDING|uses dazzle since the carefully regular accounts. patterns around the furiously even accounts wake blithely abov|121382|508|F|212362.71|1995-02-09|5-LOW|Clerk#000000444|0|uffily silent, bold pains. slyl|121382|4276|531|6|21.00|24785.67|0.02|0.02|R|F|1995-05-12|1995-04-30|1995-06-07|COLLECT COD|AIR|ding to the
508|Customer#000000508|q9Vq9 nTrUvx|18|28-344-250-3166|1685.90|BUILDING|uses dazzle since the carefully regular accounts. patterns around the furiously even accounts wake blithely abov|157154|508|F|156646.25|1995-01-20|2-HIGH|Clerk#000000027|0|ages. regular accounts use |157154|11070|593|1|33.00|32375.31|0.10|0.06|A|F|1995-04-03|1995-03-22|1995-04-30|TAKE BACK RETURN|MAIL|l theodolites
508|Customer#000000508|q9Vq9 nTrUvx|18|28-344-250-3166|1685.90|BUILDING|uses dazzle since the carefully regular accounts. patterns around the furiously even accounts wake blithely abov|157154|508|F|156646.25|1995-01-20|2-HIGH|Clerk#000000027|0|ages. regular accounts use |157154|18303|572|4|35.00|42745.50|0.05|0.08|A|F|1995-05-09|1995-03-04|1995-05-10|TAKE BACK RETURN|SHIP|kindle blithely again
508|Customer#000000508|q9Vq9 nTrUvx|18|28-344-250-3166|1685.90|BUILDING|uses dazzle since the carefully regular accounts. patterns around the furiously even accounts wake blithely abov|279622|508|F|98499.20|1995-03-19|3-MEDIUM|Clerk#000000015|0|ial deposits. furiously|279622|4101|610|1|10.00|10051.00|0.09|0.03|A|F|1995-05-21|1995-06-05|1995-05-24|DELIVER IN PERSON|TRUCK|ly. final pla
508|Customer#000000508|q9Vq9 nTrUvx|18|28-344-250-3166|1685.90|BUILDING|uses dazzle since the carefully regular accounts. patterns around the furiously even accounts wake blithely abov|279622|508|F|98499.20|1995-03-19|3-MEDIUM|Clerk#000000015|0|ial deposits. furiously|279622|12256|43|2|46.00|53739.50|0.01|0.02|N|F|1995-06-17|1995-05-23|1995-07-13|TAKE BACK RETURN|RAIL|pinto beans. carefully regular ideas
508|Customer#000000508|q9Vq9 nTrUvx|18|28-344-250-3166|1685.90|BUILDING|uses dazzle since the carefully regular accounts. patterns around the furiously even accounts wake blithely abov|279622|508|F|98499.20|1995-03-19|3-MEDIUM|Clerk#000000015|0|ial deposits. furiously|279622|14216|481|3|31.00|35036.51|0.08|0.08|R|F|1995-04-12|1995-04-25|1995-05-04|COLLECT COD|FOB|uickly final theodolites wake c
523|Customer#000000523|sHeOSgsSnJi6pwYSr0v5ugiGhgnx7ZB|10|20-638-320-5977|-275.73|BUILDING| fluffily deposits. slyly regular instructions sleep e|54245|523|P|118020.01|1995-03-25|3-MEDIUM|Clerk#000000828|0|into beans haggle blithely against the platelets. closely pending pack|54245|8885|886|1|26.00|46640.88|0.06|0.02|R|F|1995-04-22|1995-05-23|1995-05-21|DELIVER IN PERSON|REG AIR|ckly ironic, pending pack
523|Customer#000000523|sHeOSgsSnJi6pwYSr0v5ugiGhgnx7ZB|10|20-638-320-5977|-275.73|BUILDING| fluffily deposits. slyly regular instructions sleep e|54245|523|P|118020.01|1995-03-25|3-MEDIUM|Clerk#000000828|0|into beans haggle blithely against the platelets. closely pending pack|54245|4719|482|2|44.00|71443.24|0.05|0.08|N|O|1995-06-28|1995-05-12|1995-07-26|TAKE BACK RETURN|REG AIR|y against the car
